PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PERF4887,EMP1480,2024-08-05,3,4,4,5,5,2,4,5
PERF4888,EMP2201,2022-10-30,5,2,5,2,1,1,4,4
PERF4889,EMP2200,2022-04-05,1,3,4,4,0,4,4,4
PERF4890,EMP1405,2022-01-28,3,1,3,4,4,1,2,1
PERF4891,EMP1536,2024-07-05,4,4,3,1,0,4,2,1
PERF4892,EMP1067,2024-11-21,5,3,5,2,0,1,1,4
PERF4893,EMP2251,2023-03-05,4,4,1,0,5,5,1,3
PERF4894,EMP1370,2024-10-20,4,5,3,2,0,4,1,3
PERF4895,EMP2064,2023-11-29,4,1,2,2,2,1,1,4
PERF4896,EMP2409,2022-11-01,3,3,1,3,1,2,2,5
PERF4897,EMP1833,2022-02-19,1,5,1,4,4,1,3,4
PERF4898,EMP2326,2024-05-18,3,4,4,1,3,5,2,3
PERF4899,EMP1107,2022-07-08,1,1,2,1,2,4,1,5
PERF4900,EMP2473,2022-12-07,4,4,2,0,4,1,2,3
PERF4901,EMP1831,2024-09-21,3,1,2,5,1,5,3,5
PERF4902,EMP2039,2024-11-05,5,2,2,3,1,2,2,2
PERF4903,EMP2155,2023-06-14,5,4,4,1,4,3,2,4
PERF4904,EMP1368,2022-03-02,5,3,3,4,3,5,1,3
PERF4905,EMP2359,2023-06-24,2,2,3,5,4,5,3,1
PERF4906,EMP1663,2022-02-13,2,3,3,0,1,2,1,5
PERF4907,EMP1035,2022-07-12,2,1,5,3,2,4,2,4
PERF4908,EMP2475,2023-03-11,4,4,4,0,0,4,1,2
PERF4909,EMP1985,2022-09-22,5,2,3,3,3,1,5,5
PERF4910,EMP2168,2024-03-10,3,3,3,2,5,1,3,3
PERF4911,EMP1251,2024-03-18,4,3,3,5,4,3,3,3
PERF4912,EMP2217,2024-12-28,4,5,1,1,4,5,5,5
PERF4913,EMP1792,2023-08-21,2,3,2,1,2,4,5,5
PERF4914,EMP1622,2022-05-07,5,5,1,0,1,3,3,5
PERF4915,EMP2273,2023-03-27,4,1,5,2,2,1,3,5
PERF4916,EMP1774,2022-10-30,3,5,1,4,1,2,4,1
PERF4917,EMP2151,2023-06-01,1,5,3,3,4,4,1,1
PERF4918,EMP1768,2023-11-26,1,4,5,2,1,4,4,1
PERF4919,EMP1246,2024-04-15,3,3,4,5,3,1,1,1
PERF4920,EMP1584,2023-05-03,1,1,4,0,0,4,5,5
PERF4921,EMP1854,2024-10-08,3,5,1,2,4,1,3,1
PERF4922,EMP1395,2022-01-18,2,4,2,3,1,3,3,1
PERF4923,EMP2444,2024-01-31,3,1,4,4,1,3,2,5
PERF4924,EMP1854,2022-03-29,4,3,2,5,2,4,1,5
PERF4925,EMP1780,2024-04-07,1,3,3,2,0,5,4,5
PERF4926,EMP1702,2022-08-31,3,4,4,3,0,2,2,5
PERF4927,EMP2120,2023-05-10,3,3,4,1,0,2,1,4
PERF4928,EMP1812,2022-11-09,5,4,3,0,2,5,2,3
PERF4929,EMP1276,2023-07-02,5,4,2,5,1,4,2,1
PERF4930,EMP1980,2023-04-05,1,4,2,0,1,1,5,3
PERF4931,EMP1298,2023-08-25,2,3,1,0,0,3,5,3
PERF4932,EMP1809,2022-12-21,1,1,3,1,3,4,4,1
PERF4933,EMP1511,2023-07-02,5,3,4,0,2,3,5,2
PERF4934,EMP1675,2024-09-02,4,5,1,2,2,2,3,4
PERF4935,EMP1769,2024-11-29,2,3,1,3,0,2,4,2
PERF4936,EMP1509,2024-06-06,4,3,5,3,5,1,1,2
PERF4937,EMP1701,2022-11-17,1,1,4,3,0,4,2,4
PERF4938,EMP1122,2023-10-12,4,5,4,4,5,5,4,4
PERF4939,EMP1916,2024-09-09,3,4,4,2,2,3,3,1
PERF4940,EMP1074,2022-08-24,2,1,1,5,1,1,2,2
PERF4941,EMP1244,2024-01-28,3,5,1,3,2,5,2,3
PERF4942,EMP2185,2023-01-11,5,5,2,2,5,2,2,5
PERF4943,EMP2153,2024-09-16,5,5,3,0,4,1,1,5
PERF4944,EMP2062,2022-09-09,5,2,4,0,2,1,2,3
PERF4945,EMP2086,2022-09-30,4,1,2,3,4,5,3,2
PERF4946,EMP1963,2024-04-13,2,4,3,1,0,2,4,4
PERF4947,EMP1511,2024-07-26,2,5,4,0,1,1,2,5
PERF4948,EMP1639,2024-10-18,5,3,1,5,1,1,3,1
PERF4949,EMP1306,2023-07-31,4,5,1,0,5,2,3,1
PERF4950,EMP1039,2022-02-26,5,2,1,2,4,1,3,4
PERF4951,EMP2202,2022-12-21,2,5,3,0,0,2,4,1
PERF4952,EMP1607,2023-10-27,2,1,2,4,3,4,5,1
PERF4953,EMP2224,2022-09-16,3,1,5,1,1,3,2,3
PERF4954,EMP1577,2024-07-25,3,4,1,1,2,4,3,5
PERF4955,EMP1408,2023-05-22,4,4,5,1,1,4,3,2
PERF4956,EMP1946,2024-01-23,3,3,1,1,2,3,5,5
PERF4957,EMP1718,2023-03-23,1,2,2,2,1,3,1,5
PERF4958,EMP1149,2024-02-07,5,3,4,1,2,1,5,2
PERF4959,EMP1287,2022-06-12,2,4,3,0,3,1,1,4
PERF4960,EMP1769,2023-03-30,2,3,3,3,3,5,4,4
PERF4961,EMP2212,2023-10-11,2,4,3,3,5,5,2,2
PERF4962,EMP1426,2022-11-21,3,3,2,3,1,2,5,2
PERF4963,EMP1588,2024-02-09,2,2,1,0,5,4,1,5
PERF4964,EMP1060,2024-08-04,3,3,5,0,3,2,1,1
PERF4965,EMP2226,2024-05-25,4,1,5,1,4,1,3,3
PERF4966,EMP1321,2023-03-14,4,1,1,4,0,1,4,3
PERF4967,EMP1774,2022-02-02,1,1,1,1,2,5,5,2
PERF4968,EMP1993,2022-07-22,5,4,5,2,2,5,3,5
PERF4969,EMP1407,2024-05-30,3,4,5,1,4,4,3,1
PERF4970,EMP2053,2024-09-15,4,1,1,2,0,5,5,5
PERF4971,EMP1482,2024-09-16,2,3,5,0,5,4,5,3
PERF4972,EMP1159,2022-08-09,2,1,1,0,0,5,2,5
PERF4973,EMP1511,2023-05-05,5,4,5,0,5,4,2,2
PERF4974,EMP2173,2023-07-28,1,2,4,5,2,3,5,2
PERF4975,EMP1652,2022-01-05,4,4,2,2,1,3,1,5
PERF4976,EMP1306,2023-06-29,3,4,4,0,1,1,5,1
PERF4977,EMP1577,2022-03-14,4,2,2,1,2,5,3,3
PERF4978,EMP2080,2024-09-14,5,5,1,1,1,4,4,3
PERF4979,EMP1838,2023-08-21,4,5,5,5,0,5,4,3
PERF4980,EMP2006,2023-01-05,5,2,2,5,3,4,4,4
PERF4981,EMP2429,2024-02-27,2,1,3,2,5,2,2,3
PERF4982,EMP2429,2022-05-20,2,2,5,2,0,3,1,1
PERF4983,EMP2145,2023-04-22,3,5,1,1,2,3,4,3
PERF4984,EMP1153,2024-12-19,1,5,1,5,5,3,2,3
PERF4985,EMP1700,2024-02-11,4,4,5,1,4,5,3,4
PERF4986,EMP1800,2023-09-12,1,2,1,0,3,3,4,5
PERF4987,EMP1365,2024-09-27,3,1,5,2,4,1,2,2
PERF4988,EMP2022,2024-07-26,1,4,5,1,5,1,3,2
PERF4989,EMP1185,2024-09-10,3,5,4,1,5,3,4,1
PERF4990,EMP1885,2023-02-07,5,5,2,1,4,3,1,5
PERF4991,EMP2241,2024-08-11,4,5,1,0,4,2,3,5
PERF4992,EMP1713,2022-06-17,2,5,1,1,4,2,1,2
PERF4993,EMP1219,2022-06-07,1,1,4,3,1,3,1,3
PERF4994,EMP1065,2024-01-25,4,2,4,3,1,4,4,2
PERF4995,EMP1760,2024-09-27,2,1,2,1,2,4,2,5
PERF4996,EMP1044,2023-02-28,1,1,1,4,4,3,3,1
PERF4997,EMP1323,2022-05-28,4,5,2,0,0,4,1,4
PERF4998,EMP1656,2024-05-10,4,3,2,5,4,4,2,1
PERF4999,EMP1805,2024-07-05,4,5,1,1,0,4,5,3
PERF5000,EMP2267,2022-07-02,4,5,2,2,3,2,2,4
PERF5001,EMP1087,2023-07-14,2,5,1,2,1,1,3,3
PERF5002,EMP1011,2022-10-29,3,3,2,5,1,4,1,1
PERF5003,EMP1080,2023-10-10,3,3,4,4,3,3,3,4
PERF5004,EMP2153,2022-05-02,3,2,3,5,5,1,2,1
PERF5005,EMP1465,2024-06-29,4,1,2,5,0,2,4,3
PERF5006,EMP1651,2024-02-23,5,1,1,4,0,2,4,2
PERF5007,EMP1643,2023-09-06,2,5,5,2,4,3,4,1
PERF5008,EMP2166,2023-10-25,1,2,3,2,2,3,1,2
PERF5009,EMP1595,2023-01-18,4,3,1,3,1,1,5,1
PERF5010,EMP2492,2022-06-28,5,5,3,3,0,2,3,3
PERF5011,EMP1330,2022-05-19,2,4,3,1,2,3,5,3
PERF5012,EMP1974,2022-09-24,1,3,2,0,0,2,5,2
PERF5013,EMP1772,2023-10-30,3,1,4,2,3,4,3,5
PERF5014,EMP1263,2022-04-26,4,3,3,3,2,3,1,5
PERF5015,EMP1558,2023-07-08,3,4,5,5,4,5,1,4
PERF5016,EMP1030,2024-03-01,3,1,2,1,1,2,3,1
PERF5017,EMP1035,2024-02-26,2,5,4,2,3,1,4,2
PERF5018,EMP1677,2023-03-27,3,1,4,3,5,5,2,2
PERF5019,EMP1080,2023-07-10,1,5,5,5,3,2,5,5
PERF5020,EMP1948,2022-08-11,1,5,2,1,0,4,5,4
PERF5021,EMP1187,2024-07-29,1,4,2,3,1,3,2,5
PERF5022,EMP1964,2024-06-14,1,3,2,1,3,2,5,1
PERF5023,EMP1207,2023-09-18,1,3,2,3,3,5,4,5
PERF5024,EMP2364,2024-08-22,2,2,5,1,4,5,3,1
PERF5025,EMP2163,2022-05-11,4,3,4,2,4,3,5,2
PERF5026,EMP1267,2024-06-12,1,2,1,0,5,3,1,5
PERF5027,EMP1763,2022-02-02,4,1,5,1,3,5,2,2
PERF5028,EMP1370,2023-03-16,5,3,3,1,1,5,4,1
PERF5029,EMP2124,2022-08-20,5,3,5,5,1,1,2,4
PERF5030,EMP1029,2023-05-03,5,1,4,0,3,4,1,5
PERF5031,EMP1718,2022-01-10,3,3,5,3,1,2,3,5
PERF5032,EMP1595,2023-06-20,5,4,3,1,3,2,4,2
PERF5033,EMP2297,2022-06-12,1,1,1,3,5,4,5,4
PERF5034,EMP1487,2023-04-17,2,2,4,1,3,3,3,3
PERF5035,EMP1987,2024-12-29,3,4,2,5,3,1,4,5
PERF5036,EMP1900,2022-12-30,4,5,2,0,4,3,3,2
PERF5037,EMP1714,2024-11-23,2,2,1,4,4,2,1,3
PERF5038,EMP2061,2024-03-23,3,3,3,2,4,3,2,1
PERF5039,EMP1492,2023-07-20,4,5,5,0,2,4,5,3
PERF5040,EMP1987,2022-12-17,5,5,4,1,4,3,5,1
PERF5041,EMP1891,2024-04-30,1,5,1,3,4,5,1,5
PERF5042,EMP1602,2022-02-14,3,3,5,3,5,1,4,5
PERF5043,EMP1727,2023-10-03,3,2,4,1,2,3,1,3
PERF5044,EMP1874,2023-05-04,2,2,2,5,3,2,2,1
PERF5045,EMP1135,2022-06-05,2,5,1,1,4,1,4,3
PERF5046,EMP1662,2023-08-10,3,2,4,3,5,3,5,5
PERF5047,EMP2204,2024-06-23,4,1,2,0,2,1,1,1
PERF5048,EMP2388,2022-06-08,4,3,2,4,4,3,4,2
PERF5049,EMP2038,2022-05-13,4,3,1,5,0,4,4,4
PERF5050,EMP1422,2024-02-03,3,2,1,0,3,1,1,5
PERF5051,EMP1273,2022-01-27,3,1,4,5,4,4,2,3
PERF5052,EMP2351,2022-06-05,5,2,5,5,5,4,3,5
PERF5053,EMP1038,2024-10-28,1,1,3,2,0,4,1,3
PERF5054,EMP1968,2022-07-11,4,4,2,1,0,4,4,5
PERF5055,EMP2268,2022-09-05,2,2,2,4,1,5,1,5
PERF5056,EMP1491,2022-11-21,2,2,1,1,4,5,2,4
PERF5057,EMP1048,2024-12-30,2,4,3,0,1,1,4,3
PERF5058,EMP1455,2023-03-29,1,4,3,5,5,4,2,2
PERF5059,EMP1673,2023-05-18,4,1,5,5,1,2,1,3
PERF5060,EMP1901,2023-10-13,1,3,3,5,0,1,1,1
PERF5061,EMP2153,2024-03-03,2,3,5,1,2,5,3,4
PERF5062,EMP2293,2023-06-18,1,3,1,2,1,2,5,5
PERF5063,EMP2089,2024-04-24,4,5,1,4,3,5,2,1
PERF5064,EMP1742,2023-11-08,4,5,3,5,1,5,1,2
PERF5065,EMP1108,2024-05-13,1,4,4,4,3,1,3,3
PERF5066,EMP2041,2023-11-13,2,4,5,2,3,2,3,3
PERF5067,EMP1035,2022-07-11,3,2,4,0,2,3,4,1
PERF5068,EMP1859,2023-11-27,2,4,4,5,0,2,3,4
PERF5069,EMP2167,2024-10-26,4,5,2,1,1,3,3,5
PERF5070,EMP2167,2024-04-30,3,4,4,5,0,4,5,2
PERF5071,EMP2233,2023-03-07,4,3,3,0,1,5,4,5
PERF5072,EMP2495,2024-02-19,4,5,2,2,4,1,1,4
PERF5073,EMP1631,2023-01-31,1,4,2,4,1,2,3,3
PERF5074,EMP1345,2024-12-02,3,2,3,2,1,1,4,3
PERF5075,EMP1798,2024-01-17,2,2,1,4,4,4,2,1
PERF5076,EMP1327,2022-04-03,3,4,2,2,2,4,2,5
PERF5077,EMP1423,2022-01-02,1,5,2,3,0,1,2,3
PERF5078,EMP1291,2023-11-20,2,3,3,0,3,3,2,4
PERF5079,EMP1490,2024-02-11,1,4,2,3,0,5,5,3
PERF5080,EMP1264,2024-03-28,2,4,4,5,3,2,3,3
PERF5081,EMP1261,2023-08-19,3,3,5,0,4,1,3,2
PERF5082,EMP1314,2024-08-30,4,5,2,3,2,1,2,2
PERF5083,EMP1533,2022-05-03,2,2,5,4,4,5,2,2
PERF5084,EMP2040,2022-05-03,3,5,3,1,4,3,4,5
PERF5085,EMP1591,2024-04-04,2,1,3,4,4,5,1,5
PERF5086,EMP2031,2024-06-14,1,2,3,0,5,1,2,4
PERF5087,EMP1367,2022-04-30,3,4,5,2,3,2,3,2
PERF5088,EMP1861,2022-02-17,1,4,2,2,1,4,4,4
PERF5089,EMP1427,2024-03-13,4,2,1,2,5,1,3,1
PERF5090,EMP2392,2024-11-04,1,5,3,0,2,1,4,2
PERF5091,EMP2387,2024-08-14,3,3,4,2,3,5,4,2
PERF5092,EMP1882,2024-01-02,1,3,1,2,1,3,5,4
PERF5093,EMP1771,2023-01-07,3,4,4,5,1,2,4,5
PERF5094,EMP2241,2024-07-28,3,2,5,1,3,5,1,4
PERF5095,EMP2006,2023-06-19,1,3,2,2,3,3,2,3
PERF5096,EMP1710,2023-03-31,2,5,5,1,5,4,5,2
PERF5097,EMP1680,2024-04-22,4,2,5,0,5,2,1,4
PERF5098,EMP1139,2023-06-11,3,1,5,0,2,3,3,1
PERF5099,EMP2003,2022-08-05,3,4,1,4,5,2,2,5
PERF5100,EMP1709,2024-11-12,4,5,2,0,3,4,2,1
PERF5101,EMP2149,2022-11-10,4,1,1,3,5,5,2,4
PERF5102,EMP2262,2022-07-27,2,5,4,1,3,2,1,5
PERF5103,EMP1473,2024-01-07,3,5,1,0,3,2,5,2
PERF5104,EMP2250,2023-10-12,3,4,5,0,2,1,4,3
PERF5105,EMP1293,2024-05-10,2,2,1,4,5,1,1,1
PERF5106,EMP1389,2022-05-26,2,5,3,5,4,1,2,1
PERF5107,EMP1015,2023-03-19,2,5,2,1,4,5,2,5
PERF5108,EMP2467,2024-07-22,3,1,4,3,4,5,2,5
PERF5109,EMP1772,2023-03-01,4,3,5,3,1,5,1,4
PERF5110,EMP1961,2024-10-06,1,2,3,5,5,1,4,3
PERF5111,EMP2222,2024-01-28,5,5,1,0,3,2,1,5
PERF5112,EMP1871,2023-12-06,2,3,4,2,5,2,1,4
PERF5113,EMP2166,2023-11-04,5,4,3,3,4,2,1,1
PERF5114,EMP2315,2022-03-24,5,5,5,3,0,3,3,1
PERF5115,EMP1320,2022-01-30,2,1,2,2,0,5,3,1
PERF5116,EMP1398,2024-01-28,3,3,4,2,2,4,5,5
PERF5117,EMP1306,2022-02-16,4,5,3,1,1,1,4,2
PERF5118,EMP1030,2022-03-22,4,1,2,1,5,3,5,5
PERF5119,EMP2232,2023-12-03,1,1,2,5,4,3,1,3
PERF5120,EMP1930,2024-08-29,4,5,2,2,2,2,4,4
PERF5121,EMP1526,2022-03-28,1,1,3,1,2,1,2,2
PERF5122,EMP1325,2023-09-09,5,2,4,3,1,3,2,2
PERF5123,EMP1066,2023-02-27,2,5,2,2,2,2,2,4
PERF5124,EMP2189,2022-06-08,3,5,2,2,2,2,1,3
PERF5125,EMP1891,2023-09-23,1,2,3,0,3,1,1,2
PERF5126,EMP1221,2022-05-22,1,1,4,5,1,1,2,1
PERF5127,EMP1376,2022-05-07,1,2,3,3,5,4,2,2
PERF5128,EMP1109,2024-10-26,4,5,5,0,1,1,5,4
PERF5129,EMP1351,2022-05-13,2,3,4,0,1,3,2,2
PERF5130,EMP2439,2023-01-31,2,4,2,0,2,4,1,5
PERF5131,EMP1376,2023-03-30,3,3,4,1,4,3,2,2
PERF5132,EMP2257,2022-11-19,4,5,5,5,2,2,2,5
PERF5133,EMP2085,2022-12-08,1,1,5,0,0,3,5,1
PERF5134,EMP1710,2023-10-09,1,5,2,5,5,1,1,2
PERF5135,EMP1431,2022-05-13,4,3,1,5,3,2,2,1
PERF5136,EMP2398,2023-06-24,3,2,1,4,2,1,5,3
PERF5137,EMP1622,2023-08-03,1,5,5,1,1,4,2,3
PERF5138,EMP1929,2023-12-17,2,5,4,4,1,5,5,5
PERF5139,EMP1413,2022-06-02,3,5,5,0,4,3,3,4
PERF5140,EMP1938,2022-02-24,1,5,4,4,0,2,1,4
PERF5141,EMP1329,2023-05-15,5,3,3,4,4,4,1,3
PERF5142,EMP2279,2023-10-17,1,5,4,3,5,1,1,2
PERF5143,EMP2490,2024-06-10,3,1,1,0,2,3,4,2
PERF5144,EMP1506,2024-08-08,4,2,3,5,2,1,5,4
PERF5145,EMP1460,2022-10-17,3,4,1,0,0,2,2,3
PERF5146,EMP2495,2023-04-26,2,5,2,5,4,4,5,1
PERF5147,EMP1065,2023-09-23,3,4,3,0,4,2,3,1
PERF5148,EMP1443,2024-12-17,2,2,1,0,1,4,1,1
PERF5149,EMP1254,2023-08-31,5,1,2,3,5,1,4,5
PERF5150,EMP2232,2023-01-27,5,1,4,2,3,3,1,5
PERF5151,EMP1160,2022-09-10,5,2,3,5,3,1,5,1
PERF5152,EMP1204,2024-10-21,1,2,4,3,3,4,2,1
PERF5153,EMP1262,2022-06-10,3,1,1,4,1,3,1,3
PERF5154,EMP1919,2023-11-15,2,5,5,0,5,5,3,1
PERF5155,EMP2267,2022-02-13,3,5,3,3,2,3,4,2
PERF5156,EMP1379,2022-07-16,3,5,5,5,4,1,2,5
PERF5157,EMP1519,2024-09-05,5,5,2,3,4,2,1,1
PERF5158,EMP1965,2023-06-05,2,5,3,0,5,1,4,1
PERF5159,EMP1870,2024-10-04,4,1,5,3,5,5,5,2
PERF5160,EMP2451,2024-05-26,3,2,4,0,2,2,2,4
PERF5161,EMP1489,2024-06-06,2,5,5,4,5,3,5,4
PERF5162,EMP1468,2022-07-11,2,2,1,2,3,1,4,2
PERF5163,EMP1500,2024-01-01,3,1,1,0,5,3,2,3
PERF5164,EMP1080,2023-08-04,4,1,5,4,3,3,4,1
PERF5165,EMP1111,2024-07-22,5,4,4,0,4,2,4,1
PERF5166,EMP1252,2022-07-17,5,1,4,4,4,5,5,1
PERF5167,EMP2461,2022-10-10,2,5,2,5,5,5,2,1
PERF5168,EMP1176,2024-11-15,1,2,1,3,1,3,4,1
PERF5169,EMP1469,2022-11-01,4,2,2,5,3,1,3,5
PERF5170,EMP2497,2024-06-03,3,3,4,5,4,3,5,4
PERF5171,EMP1797,2023-02-03,4,3,2,3,2,4,3,5
PERF5172,EMP1373,2022-03-07,3,1,3,0,1,1,5,3
PERF5173,EMP1257,2024-01-27,2,1,1,2,2,5,5,1
PERF5174,EMP1934,2023-02-21,3,4,2,4,4,1,2,1
PERF5175,EMP1177,2024-04-01,1,5,1,4,1,4,5,1
PERF5176,EMP1072,2023-09-03,5,5,2,2,4,3,3,1
PERF5177,EMP2001,2022-02-15,1,4,3,4,3,2,5,1
PERF5178,EMP2229,2022-08-23,5,5,4,1,1,5,2,3
PERF5179,EMP2026,2024-05-31,3,4,1,4,4,5,1,5
PERF5180,EMP1478,2024-06-05,4,1,5,4,1,4,3,5
PERF5181,EMP2148,2023-05-25,3,2,2,2,1,3,4,2
PERF5182,EMP1310,2024-08-31,5,4,5,3,4,1,5,2
PERF5183,EMP1227,2023-05-24,1,1,2,5,2,4,5,5
PERF5184,EMP2124,2022-06-06,2,4,5,5,4,5,2,1
PERF5185,EMP2054,2023-01-13,3,1,2,5,3,5,4,4
PERF5186,EMP1852,2023-11-28,5,5,3,1,2,3,4,1
PERF5187,EMP1513,2022-11-15,1,2,4,1,3,3,1,2
PERF5188,EMP2010,2024-05-15,3,2,2,1,4,1,4,2
PERF5189,EMP1405,2022-12-06,5,1,2,2,2,3,3,2
PERF5190,EMP1870,2022-04-30,5,3,2,1,0,1,3,2
PERF5191,EMP1518,2022-10-04,5,3,1,3,4,5,5,2
PERF5192,EMP2291,2023-10-03,5,2,2,1,1,1,5,2
PERF5193,EMP2269,2022-02-23,3,4,5,2,0,5,3,3
PERF5194,EMP2328,2024-01-15,3,2,3,5,4,5,1,1
PERF5195,EMP1739,2024-09-21,2,4,1,3,0,4,1,1
PERF5196,EMP1652,2023-08-30,4,1,5,5,2,2,1,3
PERF5197,EMP1102,2024-05-24,1,1,3,3,4,4,5,4
PERF5198,EMP2024,2024-03-10,4,5,3,0,5,1,3,4
PERF5199,EMP2280,2022-10-24,3,2,4,0,2,4,2,1
PERF5200,EMP2170,2022-06-30,1,2,3,4,3,4,1,4
PERF5201,EMP2462,2024-04-06,4,5,2,0,4,1,1,4
PERF5202,EMP1812,2024-01-28,4,4,3,1,2,2,1,5
PERF5203,EMP1068,2022-08-01,1,1,3,4,4,5,1,5
PERF5204,EMP1499,2023-10-02,5,2,5,3,4,4,4,3
PERF5205,EMP2197,2022-06-13,3,2,3,5,2,5,1,4
PERF5206,EMP1996,2022-04-11,3,4,5,2,2,1,4,1
PERF5207,EMP1090,2023-03-05,5,1,1,4,0,1,3,3
PERF5208,EMP2494,2024-12-27,3,3,3,1,5,2,4,1
PERF5209,EMP2211,2024-06-27,5,3,1,1,1,5,3,3
PERF5210,EMP1095,2024-04-14,5,5,5,5,5,3,5,2
PERF5211,EMP1519,2023-05-15,5,5,3,4,3,4,4,3
PERF5212,EMP1984,2023-08-08,1,3,2,3,5,4,2,2
PERF5213,EMP1929,2022-04-18,1,2,1,3,5,1,2,2
PERF5214,EMP1877,2022-04-01,5,1,1,4,5,4,1,3
PERF5215,EMP1024,2024-01-29,1,4,4,5,4,2,2,2
PERF5216,EMP1728,2022-02-01,3,2,1,4,0,2,3,3
PERF5217,EMP1966,2024-06-16,4,1,3,0,5,4,1,1
PERF5218,EMP2408,2023-07-25,5,1,3,3,3,3,1,5
PERF5219,EMP1046,2023-01-20,5,4,4,3,3,1,2,4
PERF5220,EMP1479,2022-03-28,2,5,4,2,3,2,3,4
PERF5221,EMP1565,2022-10-27,2,5,1,4,1,3,3,2
PERF5222,EMP1777,2022-10-20,2,3,3,2,4,2,5,2
PERF5223,EMP1305,2022-08-09,5,4,5,0,5,2,4,1
PERF5224,EMP1981,2023-03-08,4,4,3,2,2,4,1,2
PERF5225,EMP1058,2022-05-18,3,2,4,5,2,1,3,4
PERF5226,EMP1621,2024-09-07,4,1,3,5,0,5,4,4
PERF5227,EMP1866,2024-01-25,4,2,4,3,4,1,4,1
PERF5228,EMP1851,2022-06-14,5,4,3,5,2,3,1,1
PERF5229,EMP1258,2022-04-21,3,3,1,4,0,3,2,2
PERF5230,EMP2270,2022-03-11,4,2,4,2,1,1,3,4
PERF5231,EMP2287,2022-04-05,4,4,3,1,2,3,2,2
PERF5232,EMP1512,2024-10-19,4,5,4,3,4,1,5,4
PERF5233,EMP1539,2024-12-21,4,4,2,0,4,4,5,3
PERF5234,EMP1721,2023-02-04,3,4,1,4,4,2,1,4
PERF5235,EMP1467,2024-11-24,3,4,2,0,3,4,3,1
PERF5236,EMP1378,2024-06-04,1,2,4,2,5,2,4,4
PERF5237,EMP1744,2022-11-01,4,5,4,5,2,3,2,3
PERF5238,EMP2152,2024-11-28,1,1,3,3,3,4,1,5
PERF5239,EMP1488,2023-04-27,3,1,5,4,2,3,5,3
PERF5240,EMP1719,2024-05-25,1,3,4,5,4,4,2,2
PERF5241,EMP1482,2023-04-17,1,2,1,1,0,3,4,3
PERF5242,EMP2126,2023-02-09,4,2,5,2,2,1,1,2
PERF5243,EMP2004,2023-10-29,5,2,4,2,1,2,5,1
PERF5244,EMP1507,2023-04-26,1,5,3,2,4,4,1,3
PERF5245,EMP1667,2024-06-08,2,1,2,0,2,4,3,5
PERF5246,EMP1046,2022-08-11,3,1,2,1,2,5,5,1
PERF5247,EMP2443,2024-03-23,4,2,5,5,0,1,5,3
PERF5248,EMP1998,2023-05-29,3,1,4,4,3,1,3,2
PERF5249,EMP1726,2022-05-08,4,2,5,4,4,1,1,1
PERF5250,EMP1045,2024-03-01,5,4,3,5,3,4,1,5
PERF5251,EMP1220,2024-03-30,3,4,2,3,0,1,1,5
PERF5252,EMP1476,2024-12-03,1,5,5,1,3,1,2,2
PERF5253,EMP1259,2023-03-03,2,4,2,0,0,2,2,1
PERF5254,EMP1059,2022-04-14,3,2,5,4,1,4,5,4
PERF5255,EMP2041,2024-03-29,1,2,4,3,2,2,1,1
PERF5256,EMP2445,2022-01-19,2,3,4,2,4,5,5,1
PERF5257,EMP1686,2024-09-27,4,4,1,2,2,4,3,2
PERF5258,EMP2232,2022-10-01,4,1,2,0,5,4,5,5
PERF5259,EMP2088,2023-01-21,2,3,1,3,1,1,4,5
PERF5260,EMP1038,2024-04-24,1,5,2,0,5,3,3,1
PERF5261,EMP2478,2022-08-16,5,4,1,5,3,2,3,2
PERF5262,EMP1946,2024-02-14,4,2,1,3,0,5,4,1
PERF5263,EMP1520,2023-01-07,1,3,1,1,3,4,1,2
PERF5264,EMP2243,2023-04-25,3,3,2,4,4,3,3,3
PERF5265,EMP2378,2023-09-17,5,3,3,2,0,5,5,2
PERF5266,EMP1580,2023-07-16,5,3,2,2,5,5,5,2
PERF5267,EMP1625,2024-01-10,1,1,1,0,2,5,2,4
PERF5268,EMP2039,2022-07-28,4,4,3,0,2,1,2,2
PERF5269,EMP2387,2022-06-17,5,3,2,4,1,2,2,5
PERF5270,EMP2421,2023-03-16,4,5,2,1,4,5,3,5
PERF5271,EMP2344,2024-06-24,2,3,5,0,5,2,4,3
PERF5272,EMP2201,2024-11-06,2,5,3,5,2,3,1,2
PERF5273,EMP1101,2023-06-21,1,1,4,3,5,5,4,3
PERF5274,EMP2037,2023-04-06,4,4,1,2,0,5,3,1
PERF5275,EMP1372,2024-06-15,4,5,3,3,1,4,4,2
PERF5276,EMP1965,2022-02-04,5,5,1,2,1,1,3,5
PERF5277,EMP1489,2022-11-14,1,4,5,0,1,2,2,4
PERF5278,EMP1550,2024-02-18,2,1,5,1,2,5,3,1
PERF5279,EMP1608,2024-07-24,5,1,2,0,1,4,5,2
PERF5280,EMP1271,2022-05-08,1,3,1,0,5,2,3,2
PERF5281,EMP1256,2022-06-12,2,2,1,0,2,1,3,2
PERF5282,EMP1079,2024-03-20,2,2,4,5,1,4,1,5
